53.2914816	10.0771736
53.2924608	10.0768528
53.2934464	10.076536
53.2944288	10.076216
53.2954112	10.0758864
53.2963872	10.075556
53.2973632	10.075216
53.298336	10.0748784
53.2992928	10.074536
53.3002368	10.0742008
53.301136	10.0738784
53.3021856	10.0735096
53.3032352	10.0731376
53.3042752	10.0727616
53.3053216	10.0723832
53.3062048	10.072064
53.3070944	10.0717488
53.3079808	10.0714328
53.3088832	10.0710904
53.3098208	10.0706432
53.3107648	10.0701008
53.3116864	10.0694752
53.3125888	10.0687616
53.3134624	10.0679656
53.3143104	10.0670832
53.3151328	10.0661328
53.3159136	10.0651048
53.3166784	10.0640288
53.3174336	10.0629456
53.3181984	10.0618616
53.3189568	10.0607672
53.3197248	10.0596768
53.3204928	10.058588
53.3212512	10.0575112
53.3220064	10.056428
53.3227616	10.0553504
53.3235168	10.0542784
53.324272	10.0531992
53.3250272	10.0521208
53.3257856	10.0510464
53.3265408	10.049968
53.3272928	10.0488856
53.328032	10.0478256
53.3288352	10.0468696
53.3296352	10.0458824
53.3304288	10.044872
53.3312576	10.0439376
53.3321184	10.043088
53.3330112	10.0423128
53.3339264	10.04162
53.3348704	10.0410144
53.3358272	10.040496
53.3368032	10.0400688
53.3377888	10.0397368
53.338784	10.0394976
53.3397888	10.0393552
53.3408064	10.0392416
53.3418112	10.0391264
53.3428128	10.0390184
53.3438176	10.0389096
53.3448256	10.0387976
53.345824	10.0386752
53.3468352	10.03856
53.3478464	10.038456
53.3488512	10.038356
53.3498528	10.038248
53.350848	10.0381448
53.3518432	10.0380448
53.3528352	10.0379408
53.3538336	10.0378304
53.3548288	10.0377224
53.3558272	10.0376192
53.3568224	10.0375112
53.3578272	10.0374032
53.3588224	10.037296
53.3598176	10.0371912
53.3608128	10.037084
53.3618112	10.0369176
53.3627968	10.0366104
53.3637728	10.0361688
53.3647168	10.0356096
53.3656352	10.0349576
53.3665056	10.034152
53.3673504	10.0332184
53.3681344	10.0321712
53.36888	10.0310632
53.3696224	10.0299408
53.3703552	10.0287992
53.3710336	10.0275752
53.371648	10.0263016
53.3721952	10.0249376
53.3726784	10.0234784
53.3731008	10.0219592
53.373456	10.0203944
53.3738112	10.0188176
53.3742336	10.0172728
53.374752	10.0157976
53.3753152	10.0144104
53.3759232	10.0130872
53.3765728	10.0118328
53.3772608	10.010648
53.3779904	10.009528
53.3787584	10.0084808
53.3795584	10.0074976
53.3803936	10.006588
53.381264	10.0057624
53.3821568	10.0050112
53.383072	10.00434
53.3840192	10.00376
53.384976	10.0032536
53.3859392	10.0027968
53.3869216	10.0023768
53.3878976	10.0019776
53.3888704	10.0015896
53.38984	10.0011816
53.3908096	10.000684
53.3917504	10.0001872
53.3926816	9.999604
53.3935936	9.9989264
53.3944864	9.9981824
53.3953376	9.9973488
53.3961664	9.996436
53.3969728	9.9954568
53.3977536	9.9944304
53.3985216	9.9933872
53.3992928	9.9923504
53.4000672	9.99132
53.4008512	9.9903096
53.401648	9.9893216
53.4024576	9.9883712
53.4032864	9.9874656
53.404128	9.986596
53.4049888	9.9857664
53.405856	9.984968
53.4067392	9.9842112
53.4076352	9.9834832
53.408544	9.982784
53.4094592	9.982108
53.4103648	9.981392
53.411264	9.9806856
53.4122176	9.9800704
53.413136	9.9793848
53.414048	9.9786688
53.4149536	9.9779224
53.41584	9.9771344
53.4167168	9.9763
53.4175744	9.9754112
53.4184	9.9744648
53.4192	9.9734696
53.419968	9.9724072
53.4207072	9.971296
53.4214208	9.9701416
53.4221088	9.9689424
53.422768	9.9677112
53.4234048	9.9664496
53.4240224	9.965148
53.4246176	9.9638096
53.4251872	9.962444
53.425728	9.9610528
53.4262464	9.9596384
53.4267392	9.9581928
53.4272032	9.9567288
53.427648	9.9552344
53.4280576	9.9537184
53.4284448	9.9521752
53.4288032	9.950612
53.4291424	9.949056
53.4294688	9.9474888
53.4298048	9.9459184
53.4301408	9.9443456
53.4304992	9.942788
53.4308704	9.9412336
53.4312576	9.9396976
53.43168	9.9381896
53.432128	9.9367008
53.432592	9.9352664
53.4330784	9.9338152
53.4335488	9.9324888
53.4340512	9.9309904
53.4345408	9.9296776
53.4350688	9.9284512
53.435632	9.9272376
53.4362304	9.9260744
53.4368512	9.92496
53.4375168	9.9239136
53.4382208	9.9229432
53.438976	9.9220592
53.4397664	9.9212648
53.4405856	9.9205856
53.4414304	9.9200048
53.4422944	9.919532
53.4431904	9.9191592
53.4440992	9.9189024
53.4450336	9.9187504
53.4460064	9.9188112
53.446944	9.9190208
53.4479328	9.91926
53.4489088	9.9196464
53.449856	9.9202016
53.450784	9.92084
53.45168	9.9215992
53.4525376	9.9224608
53.4533856	9.9233968
53.4542432	9.9243232
53.4550432	9.9252904
53.4558688	9.9262472
53.4567424	9.9270928
53.4576736	9.9277904
53.4586336	9.9283184
53.4596256	9.9286632
53.4606272	9.9287912
53.461632	9.9287464
53.4626272	9.9285736
53.4636	9.928172
53.4645408	9.9276936
53.4654112	9.9273016
53.4663424	9.9268792
53.467056	9.9266712
53.467472	9.9268448
53.4683392	9.9273816
53.4693536	9.9275104
53.470272	9.9274976
53.470608	9.9275808
53.470608	9.9275808
53.4706336	9.9276344
53.4706496	9.9278056
53.4707168	9.9294512
53.4708064	9.9311472
53.470912	9.9329016
53.4709312	9.934468
53.47096	9.9360464
53.4710016	9.9376608
53.4711264	9.9386912
53.4712128	9.938708
53.4721824	9.9383632
53.4730848	9.937884
53.4741376	9.9376936
53.475104	9.9375888
53.4760544	9.9375168
53.4764352	9.9375312
53.4766208	9.9376752
53.4767424	9.93792
53.4767776	9.9380864
53.4767904	9.938616
53.4765248	9.940164
53.4762464	9.9416504
53.4759104	9.9431088
53.4755712	9.9445184
53.4752704	9.9461664
53.4749728	9.9477656
53.4747072	9.9492912
53.4747072	9.9492912
53.4746624	9.9497448
53.474736	9.9498568
53.474736	9.9498568
53.4748768	9.9498104
53.4749728	9.949624
53.4750752	9.9494104
53.475264	9.9492112
53.475264	9.9492112
53.475264	9.9492112
53.4752704	9.949212
53.47528	9.949192
53.47528	9.949192
53.4753312	9.9491424
53.4757152	9.9480312
53.4757152	9.9480312
53.4756544	9.947652
53.4756544	9.947652
53.4748608	9.9496584
53.4756544	9.947652
53.4756544	9.947652
53.5077056	10.9928728
53.5077056	10.9928728
53.5077056	10.9928728
53.5077056	10.9928728
53.5077216	10.9929224
53.5077216	10.9929224
53.5076832	10.9933168
53.4363584	11.1751264
53.4364576	11.1746648
53.4364576	11.1746648
53.4364576	11.1746648
53.4364576	11.1746616
53.4364576	11.1746616
53.4364192	11.1746256
53.4364544	11.1746368
53.4364128	11.1746272
53.4364064	11.1746296
53.4363968	11.1745984
53.4364064	11.1746016
53.4364128	11.1746616
53.436416	11.174648
53.4363776	11.1745592
53.4364096	11.174524
53.436464	11.1745688
53.4365248	11.174532
53.4364896	11.1745688
53.4364736	11.1745864
53.4364064	11.1745632
53.4364128	11.1745912
53.4364288	11.1746008
53.4364192	11.174652
53.4364448	11.1745952
53.436464	11.174528
53.4364672	11.1745536
53.4364512	11.1745936
53.436416	11.1745328
53.4364288	11.1744768
53.4364576	11.1745528
53.4364352	11.1745424
53.4364096	11.1745376
53.4364448	11.1745592
53.436448	11.1745064
53.436528	11.1746016
53.4365696	11.174608
53.436464	11.1745088
53.4364672	11.1745016
53.436432	11.1745072
53.4364384	11.1745432
53.4364384	11.1745704
53.436448	11.174552
53.436448	11.174552
53.436496	11.1745984
53.4364896	11.1745808
53.4364672	11.1745472
53.4364768	11.174536
53.4364704	11.1745936
53.436432	11.1745304
53.4364384	11.1745464
53.4364288	11.174556
53.4364096	11.1745384
53.4364256	11.1745264
53.436368	11.1744856
53.4363744	11.1745232
53.4363552	11.1744968
53.4363712	11.1745168
53.4363904	11.1745112
53.4363936	11.1745304
53.4363776	11.1745168
53.4362816	11.1741216
53.3164416	11.5053512
53.316208	11.50642
53.316224	11.5064248
53.3162208	11.5064256
53.3162112	11.506416
53.316208	11.5064304
53.3162144	11.5064256
53.3162112	11.506428
53.3161728	11.5064312
53.316176	11.5064752
53.3162016	11.5064
53.316192	11.5064248
53.316208	11.5064056
53.3162048	11.5063984
53.316192	11.506388
53.3161952	11.5064696
53.3161888	11.506484
53.316192	11.5064248
53.3161888	11.5064248
53.3161728	11.5064048
53.3162016	11.5063864
53.3161952	11.5063896
53.3161952	11.5064064
53.3162208	11.5064064
53.3162048	11.5063776
53.3162048	11.5064024
53.3161632	11.5062448
53.3161664	11.5062144
53.3161536	11.5062624
53.3161088	11.5062592
53.3160704	11.5062888
53.3160096	11.506304
53.316064	11.5062904
53.3160544	11.5062768
53.3160448	11.5062952
53.3160352	11.5062888
53.316208	11.5058912
53.4800544	9.991708
53.4803392	9.9907712
53.4803456	9.990816
53.480352	9.9907712
53.4803424	9.9907744
53.4810144	9.9907664
53.4747776	9.949848
53.4755776	9.948644
53.4754976	9.948828
53.4755552	9.9488136
53.475488	9.948864
53.4754752	9.948764
53.4755584	9.9486816
53.4755808	9.9486768
53.4755776	9.9487056
53.4755712	9.9487032
53.4755712	9.9487088
53.4755584	9.9487248
53.4755808	9.9486576
53.4755424	9.9487512
53.4755488	9.9487536
53.4755488	9.948804
53.4755392	9.94874
53.4755744	9.9486672
53.4755392	9.9486952
53.47552	9.9487144
53.4755936	9.9486512
53.4755904	9.9486808
53.4755712	9.9487192
53.4755616	9.9487016
53.475568	9.9486616
53.4755584	9.948664
53.475536	9.948732
53.4755584	9.948776
53.4745792	9.9497888
53.4674496	9.992692
53.468224	9.9923736
53.4682496	9.9924472
53.4682336	9.992424
53.4682816	9.9924672
53.4682496	9.9923728
53.4682464	9.992432
53.4682208	9.992432
53.4682304	9.9923528
53.4682272	9.9923912
53.4682432	9.9923392
53.4671776	9.9924288
53.5056576	10.0908248
53.505264	10.0903112
53.5052416	10.0903152
53.5052256	10.0903072
53.5052224	10.0902872
53.5052384	10.0903056
53.5052096	10.090288
53.5052224	10.0903008
53.5052192	10.0902864
53.505216	10.0902832
53.5052352	10.0902816
53.5052288	10.0902976
53.5052256	10.0902864
53.5052096	10.0902864
53.505216	10.0902928
53.505216	10.0902912
53.5052256	10.0903024
53.5052384	10.0903064
53.5052352	10.0902976
53.5052288	10.0903176
53.5052192	10.0902968
53.5052096	10.0903008
53.5052064	10.0902856
53.5052096	10.0903056
53.5052096	10.0902656
53.5059712	10.0910352
53.4749728	9.949644
53.4755136	9.9485728
53.4754752	9.9486224
53.47544	9.9486704
53.4754208	9.9486736
53.4754144	9.9486624
53.4754496	9.9486056
53.475456	9.9485896
53.4754528	9.9486016
53.4754624	9.9485472
53.4754752	9.9485592
53.4754944	9.9485728
53.4746784	9.94966
53.8619776	10.6128512
53.8609088	10.6139544
53.8609088	10.6139488
53.8609984	10.6138528
53.8610816	10.6137664
53.8610816	10.6136848
53.8611136	10.6137304
53.8611264	10.6137296
53.8611008	10.6137144
53.8610688	10.6137408
53.8611008	10.6138064
53.861088	10.6137744
53.8611264	10.6137488
53.8610752	10.6137848
53.8608384	10.6137744
53.8609792	10.6138736
53.8611008	10.6138248
53.861056	10.6138096
53.8610752	10.6138048
53.8610688	10.6138256
53.8610752	10.6137536
53.861024	10.6137272
53.8610048	10.6136328
53.8609152	10.61364
53.8609216	10.6136696
53.861024	10.6137896
53.8610816	10.613716
